ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability
4.337380646304277,223.42986490506922,26599.802853725538,2.232703433586644,,358.1489611342899,12.766364046370144,62.40294547452095,3.1490716723319006,1
,197.73589571774085,21387.014403709207,8.13221802561557,291.0882962015182,455.51462684928805,12.652951973680338,50.74277928721433,3.4957016769877916,0
,161.06697921702738,10270.604489745056,4.951167022456509,325.7272212556696,425.5761414648414,14.765876679203686,66.44342178933304,5.6863904923188135,0
7.579653258826486,211.43949383844452,8713.410794757654,8.205204250558918,374.1405898562437,420.9133927562583,17.72577093882636,104.4850500570142,3.2851170161520686,0
5.636241719921275,172.86713732436044,13607.629241743445,8.066287287064037,333.130618922439,533.7254885538105,9.28260126695538,93.4879145816765,2.7112398456548683,0
4.834437114876886,255.37397701513595,37981.36858245271,6.260964991882433,359.05796683769,407.01216753377287,12.952873506983407,58.3913143821014,4.3550890612519755,0
9.41038154258527,247.16438728431234,41421.37235353638,8.70086635460843,406.9155900911418,379.6918585133046,19.75463216004964,63.3992990483849,4.158983537629616,0
6.721015682226408,216.23272337857105,23811.551687418487,8.294251804981394,309.73659376591866,360.34240278093665,17.009488743764532,52.84387708302492,5.698700773583827,0
7.187369845453799,241.11990045283017,23320.105334837473,6.631840876081268,346.3250783852726,412.10311701995977,16.727108555036253,63.959034165860565,3.938182343499578,1
4.814650383920604,198.50033959205678,19065.041277186818,6.453619807997117,375.38198129395573,366.7873965573495,15.629475452664138,78.31084259498445,2.1858178360586695,0
6.2144314680049595,221.53758481505054,13819.989809373748,8.853627801349683,,356.3183379515938,15.307693025322587,45.14462425659918,3.636610927033269,0
7.256366917638688,244.95744330953224,34072.44382916315,7.4865818662641095,341.1549481384856,354.28261444358543,12.730340406350024,91.74930303211465,3.6211058573921373,1
5.249920211898539,204.441996657397,38442.675760234604,8.770621526021666,411.33168181002384,359.08553865408845,12.432303326863074,81.1954526958157,3.008367286385927,0
7.677359849169618,187.97944580061036,14180.082206482217,3.3454209625226756,,364.7195263196185,16.948298401424807,80.49101243970004,3.5311673020646257,1
6.1249844830291,140.32203001513642,21287.715880097392,7.2756064532907505,378.03091360411696,458.4614409644433,12.493898963533116,72.58839105349651,3.8533464953396197,0
6.61620693782869,193.63656967427727,18069.405851581843,4.62769364258839,327.93411054597124,267.80421252289113,15.219485845740993,51.77972693063897,3.9225551005917283,1
6.1232864865552585,223.4441543084088,18329.19425531121,7.079254158170914,408.3188942572697,369.4943024979716,14.782244476285953,82.77579107040901,2.8932548786294454,0
10.025122313369211,227.46242709842366,32412.809551314625,8.247835929186497,265.62472004436705,418.11750088730764,21.535147898022693,61.22675540070176,4.445302105585185,0
7.058539412666685,212.95352336082132,10510.063352148987,9.867841430283583,336.47048543164595,519.0418418027972,13.74900219912556,39.07961738694496,5.246032102166065,0
5.398239622960118,178.57208575764156,26104.362137853368,5.637696569069246,,406.3341767018305,18.147613563554128,67.68759359812847,4.188836136795506,0
8.387846410244071,131.37210681300323,28399.696820578993,6.289386407622867,304.74968226964535,413.81840540772225,16.621179899747556,47.646996206735125,4.832966929825332,1
5.138858596546075,180.0873275776043,20767.627483690296,6.969058006820651,304.50356591307303,419.1021473844883,13.89192604266518,56.60975876911431,4.111423889538062,0
7.412093116057561,186.3631406397461,29845.017755681405,5.580240859690213,322.72266975851574,278.81956382168414,10.162401918632547,77.83459133069138,3.1537515424205695,1
3.9641245030311567,186.08089555879235,23308.78549938147,8.666124371487026,284.56097225419984,479.47790441675295,14.104690622657067,64.46442902849915,4.181312887784762,0
4.968184182251496,216.70813301743416,32686.57891275185,7.009250618322315,,476.11001130448324,17.25647257253323,65.79409463957619,3.578006682847632,0
7.393009365031906,261.65904039416796,8666.526229386303,7.3126920969341525,352.8525226156104,492.0375795935489,10.225853809441466,85.30470677063974,3.1046301867032993,1
8.254161862192703,200.43164015653514,18955.829709592996,8.099873540303172,270.3285722468147,628.7326396457463,17.046198450081846,29.89603659985781,3.9090982852159946,0
,189.24385877253553,21384.391429990705,7.006695804126854,,321.2634840465737,18.724955541094086,84.60070640639589,4.609887633254642,1
6.8961192310026975,187.84678678842545,-1417.347505253936,5.828288177482133,439.0278941390444,305.94768496656945,14.597783401408385,68.78635029817582,3.7043430536381337,1
6.6012451240130305,200.45977113592565,12491.837438925268,7.020428023488423,347.41700229182345,483.25819636589017,17.3043360817118,65.28118620032163,5.483166954285132,0
,169.13570115974466,14879.987986207178,5.7672334519688455,,398.93413084217235,14.744242338484826,65.78968416220505,4.711706886172447,1
,200.3221286115703,30328.500640028178,7.290609804804048,275.7727038816496,346.55152454914446,16.171272569466804,76.7517549725644,3.5426778233913585,0
6.347584354173938,211.1927096185896,15816.084638806184,8.69516159886684,343.13695384334386,403.37330135070926,19.22375074584961,82.99995578034547,3.5189903797405315,0
,203.26447777032917,14840.70713427843,5.263534298209716,337.9495873177449,376.2354682200871,9.136339604690503,62.574906897557824,5.642901203859518,0
7.626353080413853,211.4139787900772,29182.271291688463,4.698853817721494,309.44811915354956,565.606482619367,11.747125464819366,64.22911110292634,3.707707014002409,1
4.276766152973253,210.63162139537985,7827.327248644702,7.1978148987530854,,609.0096704111631,18.4197555595263,76.25274620554293,4.254091655795773,0
,138.11003708773694,3852.241407536316,5.906876605544628,,294.0239364336211,19.030249157215884,32.453119099339354,4.299004027381446,1
,217.31029080804086,18843.44260538093,7.170157533570911,322.8292412350244,306.8753249117904,9.619765147310371,64.80306123925043,2.6253689725662417,1
6.003694019513525,174.30703187461853,9319.771864631177,7.626237562563327,369.9378733866855,364.83787786564926,19.451224908742432,74.45897233609128,2.635528407206726,0
8.05256529925698,160.33880832042988,9653.218427226242,3.7329757582929077,372.0175428161159,370.48234367150224,5.766218532245382,58.41818654013532,4.637925381951009,1
8.719289240768562,160.05562390012773,27042.284342781488,8.209962095700497,377.5142654371612,363.55345069783374,16.35070130688071,53.47848620799481,3.1530569498637977,0
8.560735389394756,210.62484815233677,29695.127915905105,5.2719237653307065,307.26766597212486,410.5119936092932,15.00420908445886,63.93521489353004,3.9792547434306917,0
5.745644138076004,189.05173639284683,28931.301097194468,7.08469023810779,414.1119865772746,390.0968114056528,11.85339715423078,56.935757865841445,2.7921582028964473,1
6.5883523223965685,141.06686638255968,31736.475760270194,6.07817591000728,330.9387041319707,316.8110302422004,12.057182330749141,62.42535286501923,3.7138020591979184,1
,212.08788336352228,32897.06316445219,6.2479079166408145,351.2589119960601,343.223357973373,12.17919692704106,58.76119658012083,4.1367156967734715,1
8.631116752124552,149.03568465933455,3349.3977525864393,9.796453544596421,333.8646421936566,551.1851044191769,13.604255487470807,91.6672746190913,2.3630981696552626,0
6.318112961825989,200.96732626807878,25963.558799478724,7.624442682857144,,397.3210326989029,20.85377708989829,47.96244468824345,4.012173462252885,0
6.784802227104531,204.21184467613003,17370.183429500354,8.549407676666673,345.31151273062613,393.18445133878754,17.004473040038526,79.90674958920654,4.055207550915059,1
5.320927391330415,225.48777444613307,15460.248179335642,7.358487339640334,284.6606195334725,303.3282698742236,19.02787767052917,56.89864089895045,3.6045456444193844,0
,254.95179577903008,26928.12493154629,8.099621447954828,,388.77282409927733,13.213924617331546,71.6716956937743,3.111655145292629,0
,151.4994424043902,6841.872963850508,7.779457812186655,324.9417806835114,503.870134357652,15.04215703862921,76.86888816195953,3.676247827818968,1
9.236421645427608,194.64465961264693,6659.371611806151,7.522040708605185,297.3126872786382,474.3424704898974,10.733021751143262,91.16187102417277,3.677359115517779,0
6.965503906687269,187.28409549894613,27569.616956572623,8.869306336480195,356.4576023422066,491.7630452622228,13.358347974288696,72.75744219926403,5.471427032064031,0
8.675617307648318,210.63168967439645,26291.275839565533,7.367278617073947,,328.935284311511,12.451226399916393,59.985830442052304,3.8757500539849383,0
7.655001279825738,203.4611891882974,23213.03986429525,10.730534744103974,334.33834241583736,327.64049882730103,15.897395831996764,67.46422465159883,3.6078173360109735,1
6.054259590177852,184.77827953881993,14298.507716746844,8.637639885043653,395.1468278247626,517.814275066107,11.94031196985305,97.4409543247228,3.874181611370347,0
,181.87313603847508,28536.412218907775,5.31952569757129,333.5220495414958,492.9894759841129,11.50997707518772,69.04466938830691,4.3004715795093915,1
9.52547814068089,159.66109588154853,27979.373530234727,6.841051459806888,273.38339208518096,405.32103959005934,15.591921542701442,,4.271712066863179,0
,228.850888829526,22762.088611509655,7.747382607195256,324.51665551067407,495.1527144960544,14.102858839654271,60.19835228255029,4.320858387118359,1
9.56778341274427,211.46863349099252,11690.66803715312,7.190305000425019,,328.9838331944488,11.961232266132999,59.78152492260296,4.440376487768474,1
2.9146052844973065,226.5462183435041,18285.27011308662,8.205260001976026,,325.63208752780884,11.477607925988991,78.21088949441656,2.8309976082673596,0
8.386824981956606,186.1641750326851,29360.693249730502,8.379286393637521,329.88501533358993,295.48678965376007,11.960121043068575,46.62826180095369,4.372857003334494,1
7.218404838498692,174.77324978932714,33651.659140523065,4.971852562437636,357.6156374714319,455.42404039535455,16.976374084034685,58.18421409598223,4.113629026672341,1
6.604578312759271,160.915000609231,19150.83093573243,9.144102520652062,443.6358774961408,443.72513861208455,15.662018151220206,69.8547671233044,3.483998535419625,0
7.225899634691449,208.17121015339288,19824.815104665504,6.33502840453205,383.8260313215414,383.9882968389751,11.780363715666017,61.8628061632907,4.053016759310011,1
,162.18159877751165,20596.30773804469,6.178470880733684,339.272970598957,363.13866929119763,11.912056382695347,67.87108166653854,3.884248245626897,1
6.730721698338356,257.1540417076202,24424.508591146485,6.173386619525246,,621.3538181642,10.482326770257412,68.78796606700777,3.953767062469401,1
7.647808988703677,153.3747119336477,16918.960704712677,8.397550721465121,255.17745817699836,405.2670330981865,12.97831514071708,69.87045726459523,4.105990807452473,1
,205.36794471970705,-3363.77427027046,6.698033036926498,290.300507059775,538.393576114636,14.68697857659916,51.40172694629309,2.660941693916156,1
6.2559503529449,247.8881827731893,32472.968484772682,6.071588401946422,360.7425838974023,414.3821195277929,11.37070416124666,79.3049123128783,4.175217772285413,0
5.794495171399832,216.06807128459405,37750.945661421116,6.450144531239212,,385.74239895652005,21.520007883887384,57.73909687905609,4.477323373848821,0
6.282206300700587,202.1461516667297,16644.218963057137,4.284387178912914,345.739659948864,540.7044215825524,16.34471986000556,66.2124526795939,4.160152363644044,0
8.535489367146297,164.52625768789287,12661.065268899905,5.789381252956651,335.19302895531627,490.0549002120208,14.173498952001358,,3.4044331595456176,1
,150.9374290798939,20811.91447238477,5.161457993128103,333.56913502217367,424.26150876132994,14.561590388693594,67.04548455755054,3.296721911025273,1
6.237681276010409,221.68924758121022,20369.949070252394,6.694712457816492,338.0433874599918,517.836774511846,9.674450848309316,69.47707165163348,4.112115660677264,0
7.8960952186502364,245.89212127668026,30743.36433015381,8.169425367032277,290.03902266775174,629.9011726372826,10.311218119790876,66.98620059248019,4.596398985397961,0
7.234353303463385,181.94061231307774,22493.19976882543,7.995123923474499,324.2978448054729,367.0212009176794,18.65877289872965,53.77453770303018,4.990743662851567,1
8.620145534947294,158.91765762957436,15063.921228292154,9.105665786123602,282.2491861662173,464.3357557899512,19.692177125062962,84.65001957588451,4.566550244703327,0
5.96373558073501,115.54538912354828,10453.524444120208,8.753681791328662,,393.13763456639197,6.947054367295479,75.84006478852929,4.369126552094965,1
6.559017186909548,164.12245194037575,29604.463943984243,6.2848171904289645,383.31438548125175,350.6803947015058,15.836971576528352,64.15258957633722,1.9867876176844266,1
6.4565480365198695,192.63296301863156,27270.946283935606,7.150132813190867,326.2932392991909,348.4395983460941,18.85322344397866,64.0042150199364,3.491365103752526,0
4.753011232469932,248.94917215871183,31313.683530239578,7.0685613711301585,358.459671066131,554.9023648612231,13.148833648807672,54.45680970766844,4.2140658972582425,0
7.550831240532676,218.50263580062,13524.476703229539,3.7213367612994186,338.5555004313418,278.73284771750116,19.309027086613103,56.322731944086165,3.4395836422769888,1
7.495077882766024,206.40120810675805,38134.55264409712,5.196729931682604,317.83778715728056,467.2551933512864,16.819920455244702,89.97191072369844,3.2444877064897675,0
7.088130396061513,183.21406553641881,6724.382656253125,6.855687050101243,292.0050841722791,359.51385446673265,15.772512760251072,60.60234959526747,3.141341255023484,1
6.707006457933517,177.19551121662417,28236.276228230374,6.8468236324775225,317.20969487720436,569.4630419857252,13.470181918371503,111.1201266247657,5.346571195655066,0
4.829560520139841,242.58769300606184,5269.779835040266,7.929473585644164,341.3672512325133,404.13994523312766,14.584883844077966,47.636916145025026,2.9560219598441186,0
6.411173936803079,202.97028322013585,15084.013956380266,7.85255377466664,357.8099556556268,396.79089984532726,12.799059669909969,72.36677855243306,3.804413575643158,0
,127.23648924963679,35702.02883723806,4.3223058466824185,,553.0577419892242,15.261273210112773,70.06002581216931,3.4022296087589123,1
5.804379141937626,174.22401637713867,29303.965660870526,7.939382840442898,360.6814747693113,497.0729826524731,15.11678102080769,66.98657481588486,3.2962387307617744,0
6.823555718451045,168.15185687534893,17224.51805137156,7.402167786196947,270.81455435197694,471.002624876191,12.842507904633013,40.64018226380882,4.290917826868436,1
7.722440862335116,178.40883937824495,17464.63107142503,8.104929626998514,369.67716313510863,491.33572224397744,7.835316254926831,44.213547264444856,4.611923378266778,1
10.079035582924742,214.8785025101736,22896.402022408332,8.80564762847371,287.0476223681251,338.65982855595263,13.634589401047325,69.5643627241519,3.0520181673627222,0
7.357578722402624,192.83721228660508,26522.37126735475,6.894244902995005,374.5167612426852,486.15526127159217,10.91083952092103,49.830659889403776,4.010960380634442,1
7.489505121249195,193.8426654177196,32988.65142761001,9.088029414428526,354.58965003415994,410.122438410375,10.569912792646358,85.96243192318201,3.8813989824169157,1
6.961630993931794,239.5569975443738,18013.570194210093,5.714747282848986,256.3167483359555,455.3799341862938,11.996106148015546,62.77608560509752,3.617299442148678,1
4.029153767674524,173.4703593678137,7881.039845858029,5.6257337698118945,,465.37156750043755,17.016980670871625,70.52600810071544,3.24171308361586,0
7.0378429380357455,257.66488041117606,23390.480394080947,7.797460060414155,,336.4586558951854,10.602155612137894,65.74547449277237,4.834700804804167,1
,174.2974063957187,18003.075681149014,6.537347278417816,385.88132582752735,474.20274219585576,11.342665564595125,65.29656885079402,3.1634788477413114,1
10.996554958851606,199.30283670462134,10609.392315553909,7.5333794520979716,301.9446590723285,411.1486038245134,16.619421273371724,91.00618520895053,2.9537814648829914,0
,187.12402578315704,24624.22072074431,10.268911749354297,341.21119707856116,325.9995487361494,11.74570945559603,83.94456817883497,4.827035219781291,1
7.559460274310444,200.4280211095116,20145.387129274593,7.7417222161362815,362.5440934458775,414.3645515163229,10.548967985181264,68.89688940330892,4.125956936957528,0
7.024808286168663,210.98818479800448,24701.763738284844,7.4552278714053095,364.2786588482083,427.82842972278837,16.957248581822512,77.32078679308896,3.048763054459619,1
5.221801920184944,210.63450269412226,14171.093419564695,5.746631801730081,350.74234995636414,474.1873294522767,13.851469124971231,85.38098753908851,3.909847986411516,0
8.897088275078882,171.60750216919533,26281.845354896257,4.434031905533533,316.10872679602664,233.18831832440986,14.496275160732724,56.727180523738525,3.4832275820406498,1
8.275573521971971,159.44856540552388,10465.0222648802,7.005376347867854,,457.5791700986316,13.538997611885451,41.24071768415204,5.131289802437398,1
8.337740795798444,278.6742884849798,14756.069368248232,8.805654989640951,374.9440230254572,384.8414702065635,15.681151501236942,75.34787306668437,3.78160097461288,1
5.634073946876365,180.45659491393383,19884.07956071503,6.609757948844135,327.3897925614787,491.6639719388959,16.548915502512177,86.55994484573317,4.384654425354057,0
9.310442954388398,219.36010498353494,37287.3466988633,7.754310748744484,,426.05917805730815,13.872914438692721,38.65642474297651,3.952025586889152,0
4.851056810160273,143.5107537099973,28895.886181893264,9.37386569089536,303.63024369041284,399.266106818033,9.321135373825417,56.5898180408918,5.090838296960314,0
,187.17633376953424,31459.52787714741,9.33439577490397,,411.86441797295254,15.264663366256448,62.49395775815012,4.128642512703342,0
10.562824445037865,192.18768425465728,34439.829162261696,7.797529102410817,373.1570987033212,453.15617536388555,13.154579322749479,50.50337090605956,4.872891627793946,0
5.505047243042205,211.91615949922715,53605.77578110715,7.388768236278602,332.94995219973634,499.58723832799876,17.117612611997295,64.06006644120811,4.392305406577082,0
6.179586609931593,106.85570784418505,22378.76665012086,4.72055978257514,325.5302457444803,354.1903849219017,11.315528016573825,48.383784803102785,3.5385736016345524,1
7.23844567048935,201.83270335801552,34468.97492252876,6.124292462200434,260.54170436535776,398.4354101606813,13.23935369082187,61.237170840792544,3.971451755889352,1
6.279473709955243,158.5665009475037,30893.453112691226,6.676405823331445,330.2841062566594,544.9625478271653,9.375020723907795,77.71576011837301,3.80400330221919,0
4.614445144604849,207.0344869840891,30747.87072752727,5.77331605393404,284.4440102983661,397.02495294854725,16.87224483875106,32.915690144091364,3.52269512428629,0
7.189015129941583,162.29549600796122,37571.63428755859,7.512556155465368,340.3657583162886,455.8911232444899,18.3359078118291,49.39319654668342,3.1299637143254393,1
5.390937095175493,168.2417289579669,18337.31433590045,10.14040412990804,382.87294096085884,326.46260759619565,12.664727428352814,89.06319500632395,5.030458156356508,0
,187.37312417026934,17641.33545966218,9.518063316405355,293.1696966758815,287.64352072816837,13.63758919686191,53.06248484772598,2.362292201372261,1
5.618115467568253,161.76940703944695,24817.976288551647,7.505330181693307,343.66226361527237,342.1406428068236,11.5999620292772,24.354982771069096,5.008571658332367,0
9.544395703977887,180.73442739134154,20412.074260918896,8.35150583379923,375.10803774245113,370.4529240326512,11.919128278006482,69.16969477157663,2.9266444087015406,1
,157.1318047302958,24806.887024574193,5.968805181737332,342.9046352721766,510.25562027832564,16.575685940608167,,4.393663018498728,0
6.567922189232976,136.09535554814585,35717.162114152285,9.433261174056707,312.0766257201623,519.1147125503933,12.611258094100645,68.79682103743117,3.5132594116138667,1
8.373492375617776,229.84042788387734,17821.426991679407,4.652092778406615,334.2102049063709,270.60561279670964,15.852746294339,67.32851685300703,2.6699099417138847,1
5.122925736870011,153.75591897994923,19342.491188969492,8.562268494516136,373.4292416604786,382.46656784243174,14.229588566459292,86.99576526176212,4.863366563899637,0
,190.4949724154495,23542.548236193037,7.903031742115644,,482.60533906881193,16.764361276526806,55.02446014058724,2.098536034100672,1
9.158356979309062,221.12505875951564,20012.06389910848,5.925742168928009,,417.6953604834684,12.981161412957968,64.88222201265751,4.5909970171549475,0
4.524101657047648,176.15063790927252,5230.995916655778,6.7901169243540584,,547.8084152073644,17.872374713714073,59.399109092925116,4.071342660924258,0
7.373567835066364,169.23854521636673,16927.20015605936,5.327880729013426,355.1078981733465,480.64234614305184,20.48774174022779,77.34354740060867,4.7897297692330145,1
7.493213642854993,203.80870835538482,28041.370390686512,5.395208724472473,283.9557813928932,404.57568987137796,8.651842091317395,78.98064667491215,4.458549679483465,1
8.323098366125924,233.12766409126877,34619.31931382547,4.606134679014191,359.9331124592942,411.76994142534795,13.97491951667102,72.42548940076276,4.448084270807576,1
5.11324836970385,157.9229140839569,11889.736267245717,8.332671965477124,373.1107236230814,421.6202457288763,13.972891126189078,101.24852583865771,4.670367667600955,0
,191.4331392832666,11848.841132576408,9.024445051694157,282.5303552468362,357.83972319378074,11.910990145442259,75.35246860938878,4.62330664897965,1
7.9098870893308675,139.40557771747427,22279.197215493146,3.7043435751747866,239.80881008120448,502.1172864431924,15.628850666226642,86.70588438207284,4.321529805114206,1
7.552205630440766,183.44155099892959,3814.0893819641497,10.02452271551938,290.6231488592007,486.21309704987215,17.98917683599684,52.07468071525922,3.709009645602786,1
7.478283632049944,197.49465002761193,18112.337627193163,7.101026986113793,329.5344629361446,462.9241634416694,7.745996222098659,55.10295820294532,3.7912460246436805,1
7.630852653100192,168.26994177909344,6791.483677879438,7.577968063705404,,445.81488639383235,7.495545182022949,98.44184901835987,4.053280202238993,1
5.998760692690199,181.3441085038264,34018.79984195964,4.79358771977558,296.8767667441348,343.9192554985519,19.76608853055179,44.49343875261615,3.7623416351590477,0
7.449283378485996,150.06750385805105,15268.155919897676,9.206904685260486,,466.95889435463613,13.486913780214284,78.82380451848685,5.675108468440665,0
7.545985232544903,198.90434474222351,36507.0822613068,7.436395147203598,213.97757339733732,436.6440618407652,14.57610315786853,87.2186272600878,3.902515441967132,0
5.944181245338076,231.08122690327798,31778.07993429419,8.919345458838652,,588.033388255832,10.743361799844855,85.42035449840355,3.0731612822207923,0
10.046581472720163,160.29590956194716,16346.811532929361,9.048956146623436,316.9328104000655,321.68621346654027,14.42673812686204,40.5876256549486,3.8759474782935106,0
7.833394344249742,175.89655231575765,12614.53688714059,9.229101587899606,420.7039615355039,367.7532667507869,18.81097770487881,60.72390995836196,3.3159952406811057,1
5.185827439447789,212.8937205834135,20316.97055022156,6.09571637415352,255.40978598282342,297.97738689379065,15.923164601970353,76.46709947939814,5.497125132730447,0
8.12392023772779,236.22354285133156,21096.48874992825,6.791420027528737,,408.58964042938544,14.91798385037364,78.405780880054,4.046267343367904,0
,147.27391897457034,25049.303708332707,6.153510721927367,255.15567161571687,285.5105130786043,8.42130680880081,66.25424237729449,4.465144654316178,1
8.331464519950499,190.82035783376358,15204.91580772436,8.534252411131227,311.01110569241126,522.0222422351443,16.738311991184222,55.1369684096009,4.371847779968198,1
8.922166970621772,205.679341437866,28558.905696120582,7.645964982394711,,514.4846193028869,14.311732588610433,61.974993627123354,4.707638660903918,0
5.77511511382078,193.01438587612347,24340.63762323047,8.809248885140915,429.07866961456205,413.3085435064682,12.267531418865524,56.39701172374997,4.155986278859488,0
8.611768045498472,114.93307684108137,19029.311240675976,8.878127308830427,319.0532073049138,344.2810050752216,16.40670315493435,46.29272269700056,3.6589661310673818,0
7.736321673829033,212.84583950607242,15770.511670121185,4.390930004316526,325.03915838709906,303.0320320254406,11.473597080635221,61.5609646077892,4.0068531422414475,1
8.38707565439124,246.3257792238604,20392.913083750354,9.254216806275119,332.00996910613827,369.32366184476234,16.13615954028596,96.32161382176193,3.013282074317573,0
10.095900842419777,200.20583837845328,14851.03419026233,8.622360313269834,286.88109524273824,476.7525143125859,18.30789224238477,61.8879000285891,3.8531808132076004,0
6.689832895555436,162.46723296768462,22526.513786795378,6.536624684566914,377.4879883482293,362.6004015950188,14.790449856205623,41.92313901739807,5.369251025481503,1
5.881559498671591,179.4983761395424,22763.265092058744,7.672672571116814,360.29684150604425,580.461126544863,12.876577892485525,60.59662324162165,4.543462447757053,0
,254.5647416645159,24308.888634672126,6.924602076899328,371.80100698186516,546.6880054525684,12.386178629484025,94.35968129445891,3.887095040586861,0
5.782861646904953,226.28956834349518,37501.510206176325,8.093367972237258,283.3320188460568,426.2765911059465,15.546688487771982,40.62641788921499,5.539125077674873,0
6.957408282031574,217.41407521247675,20852.73920418392,6.533193718486295,,388.88180761458375,12.849985468906867,66.38481338642995,3.494641106540752,1
7.622431639958464,208.08884574661028,30822.976719731723,7.87670504104719,376.02182578969564,380.20758738249174,22.11308157840234,78.33664825910442,4.237347266214231,0
,174.63181175116082,24027.243161499227,7.226342381361777,324.1542804906803,555.390809785712,9.59596515081292,47.939345910449696,3.733688373240742,1
8.395221365967277,189.77521958003834,19925.028161702274,6.437133632477417,370.8517729490144,373.1358833035398,13.850487337833979,69.48705818400786,3.8103935161981157,1
7.100673008085872,193.8079004508904,20969.233600283707,7.420415266945253,345.0740586368494,501.7256987599102,15.182211265941891,51.62338360980508,4.277285611867052,1
9.391119182680134,214.44000351219893,21498.266513361308,11.396221926112236,,427.97124666018027,14.788142313037,46.56726606485621,4.419300363163731,0
6.65919563515165,245.9832532434958,24467.252728954405,6.036852124875423,326.2081795428033,483.8800981293519,12.423906269182403,76.47476705617952,3.811871544673739,1
11.405068974877494,233.14095793775806,13602.218717723897,6.725089125806721,313.83585423516695,359.90549089541247,18.358789015831185,95.89702435694167,3.317849434523416,0
8.07481108294636,149.70064238142618,9165.150273935966,6.064382408579812,337.31806691094374,399.3035191099339,16.487283101128355,60.13778715291844,5.399143431588928,1
5.71711948529811,203.73495457746648,27751.342495496727,6.230118110866417,376.0750508379136,424.25556875755,16.72869468208633,75.7965982949477,4.049134766619501,0
5.377280928082831,220.59477878912045,29889.351694657053,8.408923478348866,,375.18294995986463,12.069165812588091,74.22696078016465,3.1611187616199934,0
7.847131140236665,216.71812765515563,28552.249994439673,8.251094286224987,315.40700304896507,527.1722973688469,12.946939088462887,69.21525124404079,3.17262475994798,0
6.7246941713318975,175.68079385982165,23372.97299275373,7.1107356647523305,299.7394935267413,364.4386169603906,15.896105909674052,55.256242427268916,5.522987845899029,1
8.215260785606427,292.1859110144637,28741.552851548084,8.741548604725198,301.5183221340305,379.57426231506383,10.637327103465037,50.00475701596143,5.891848908333627,1
7.832447823071936,154.3794595905528,28269.842354663135,8.37364040688101,,536.0201359096129,16.483023465748115,53.501550061660886,4.232577135167411,1
6.964202028875572,160.75476387362028,28920.47316805165,6.863511986078581,336.6036161239997,520.3594192778125,13.945853861072665,63.507891697597735,3.491161794978132,1
5.733597988271236,204.05060627188064,14477.146140204184,4.696493707965155,,554.5504443793574,17.80381148074714,59.615883451188466,4.229413995735867,0
4.671392912749475,265.9704844472115,12395.391380023819,8.431057152559424,,271.98336287925366,12.86457924207429,47.80767504291144,3.731609922208012,0
,168.87591330884686,18606.893360005444,7.3880701011831205,341.47037715710024,442.43241257756256,20.28492716198324,63.080507499361055,4.417411999195465,0
,187.6295633375269,21861.65621858756,7.155113072646936,359.5326566857381,433.5065366566859,15.638765105987815,56.114284445702445,4.243069022694767,1
7.420409053167024,231.79141596875598,19892.78766226162,6.38364412838465,432.37310845000025,380.81074827908617,16.0026298864912,75.41163514080486,3.9446907068217603,1
